MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N,_STRENGTHS,_FORMS,_SIG3,_ROUTE_FAMILY,_FORM_FIRST,_FORM_GROUP
Fluticasone + Salmeterol,Inhalation:,"125 mcg (as Propionate) + 25 mcg (as Xinafoate) x 120 actuations, MDI ",R03AK06,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE + SALMETEROL,FLUTICASONE + SALMETEROL,INH,"['125.0MCG', '25.0MCG']",['UNSPECIFIED'],"['125.0MCG', '25.0MCG']|['UNSPECIFIED']|INH",RESPIRATORY,UNSPECIFIED,UNSPECIFIED
Fluticasone + Salmeterol,Inhalation:,"250 mcg (as Propionate) + 25 mcg (as Xinafoate) x 120 actuations, MDI ",R03AK06,,,,STREPTOKINASE,STREPTOKINASE,FLUTICASONE + SALMETEROL,FLUTICASONE + SALMETEROL,INH,"['250.0MCG', '25.0MCG']",['UNSPECIFIED'],"['250.0MCG', '25.0MCG']|['UNSPECIFIED']|INH",RESPIRATORY,UNSPECIFIED,UNSPECIFIED
Folic Acid,Oral:,400 mcg Tablet/Capsule *Primary Health Care,B03BB01,,,,STREPTOKINASE,STREPTOKINASE,FOLIC ACID,FOLIC ACID,PO,['400.0MCG'],"['CAPSULE', 'TABLET']","['400.0MCG']|['CAPSULE', 'TABLET']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Folic Acid,Oral:,800 mcg Tablet/Capsule *Primary Health Care,B03BB01,,,,STREPTOKINASE,STREPTOKINASE,FOLIC ACID,FOLIC ACID,PO,['800.0MCG'],"['CAPSULE', 'TABLET']","['800.0MCG']|['CAPSULE', 'TABLET']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Folic Acid,Oral:,1 mg Tablet/Capsule *Primary Health Care,B03BB01,,,,STREPTOKINASE,STREPTOKINASE,FOLIC ACID,FOLIC ACID,PO,['1.0MG'],"['CAPSULE', 'TABLET']","['1.0MG']|['CAPSULE', 'TABLET']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Folic Acid,Oral:,5 mg Tablet/Capsule *Primary Health Care,B03BB01,,,,STREPTOKINASE,STREPTOKINASE,FOLIC ACID,FOLIC ACID,PO,['5.0MG'],"['CAPSULE', 'TABLET']","['5.0MG']|['CAPSULE', 'TABLET']|PO",ENTERAL,CAPSULE,SOLID_ORAL
Folic Acid,Oral:,2.5 mg/mL Syrup (Pediatric drops) *Primary Health Care,B03BB01,,,,STREPTOKINASE,STREPTOKINASE,FOLIC ACID,FOLIC ACID,PO,"['2.5MG/1ML', '2.5MG']","['DROPS', 'SYRUP']","['2.5MG/1ML', '2.5MG']|['DROPS', 'SYRUP']|PO",ENTERAL,DROPS,DROPS
Folic Acid,Oral:,5 mg/5 mL Syrup *Primary Health Care,B03BB01,,,,STREPTOKINASE,STREPTOKINASE,FOLIC ACID,FOLIC ACID,PO,"['5.0MG/5ML', '5.0MG']",['SYRUP'],"['5.0MG/5ML', '5.0MG']|['SYRUP']|PO",ENTERAL,SYRUP,LIQUID_ORAL
Fomepizole (4-methylprazole),Inj.:,1 g/mL in 1.5 mL Vial (IV) ,V03AB34,,,,STREPTOKINASE,STREPTOKINASE,FOMEPIZOLE (4-METHYLPRAZOLE),FOMEPIZOLE (4-METHYLPRAZOLE),INJ.,"['1.0G/1ML', '1.0G']",['VIAL'],"['1.0G/1ML', '1.0G']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Fondaparinux,Inj.:,2.5 mg/0.5 mL (as Sodium) Solution ,B01AX05,,,,STREPTOKINASE,STREPTOKINASE,FONDAPARINUX,FONDAPARINUX,INJ.,"['2.5MG/0.5ML', '2.5MG']",['SOLUTION'],"['2.5MG/0.5ML', '2.5MG']|['SOLUTION']|INJ.",INJ.,SOLUTION,LIQUID_ORAL
Formoterol,Inhalation:,12 mcg DPI with appropriate accompanying dispenser ,R03AC13,,,,STREPTOKINASE,STREPTOKINASE,FORMOTEROL,FORMOTEROL,INH,['12.0MCG'],['UNSPECIFIED'],['12.0MCG']|['UNSPECIFIED']|INH,RESPIRATORY,UNSPECIFIED,UNSPECIFIED
Fosfomycin,Oral:,3 g Granules for Suspension ,J01XX01,,,,STREPTOKINASE,STREPTOKINASE,FOSFOMYCIN,FOSFOMYCIN,PO,['3.0G'],['SUSPENSION'],['3.0G']|['SUSPENSION']|PO,ENTERAL,SUSPENSION,LIQUID_ORAL
Furosemide,Oral:,20 mg Tablet ,C03CA01,,,,STREPTOKINASE,STREPTOKINASE,FUROSEMIDE,FUROSEMIDE,PO,['20.0MG'],['TABLET'],['20.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Furosemide,Oral:,40 mg Tablet *Primary Health Care,C03CA01,,,,STREPTOKINASE,STREPTOKINASE,FUROSEMIDE,FUROSEMIDE,PO,['40.0MG'],['TABLET'],['40.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Furosemide,Inj.:,"10 mg/mL in 2 mL Ampul (IM, IV) *Primary Health Care",C03CA01,,,,STREPTOKINASE,STREPTOKINASE,FUROSEMIDE,FUROSEMIDE,INJ.,"['10.0MG/1ML', '10.0MG']",['AMPUL'],"['10.0MG/1ML', '10.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Furosemide,Inj.:,10 mg/mL in 25 mL Ampul (IV infusion) ,C03CA01,,,,STREPTOKINASE,STREPTOKINASE,FUROSEMIDE,FUROSEMIDE,INJ.,"['10.0MG/1ML', '10.0MG']",['AMPUL'],"['10.0MG/1ML', '10.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Fusidic Acid/Fusidate Sodium,Topical:,2% Cream in 5 g Tube *Primary Health Care,J01XC01,,,,STREPTOKINASE,STREPTOKINASE,FUSIDIC ACID/FUSIDATE SODIUM,FUSIDIC ACID/FUSIDATE,TOP,['5.0G'],['CREAM'],['5.0G']|['CREAM']|TOP,TOPICAL,CREAM,TOPICAL_SEMISOLID
Fusidic Acid/Fusidate Sodium,Topical:,2% Ointment in 15 g Tube *Primary Health Care,J01XC01,,,,STREPTOKINASE,STREPTOKINASE,FUSIDIC ACID/FUSIDATE SODIUM,FUSIDIC ACID/FUSIDATE,TOP,['15.0G'],['OINTMENT'],['15.0G']|['OINTMENT']|TOP,TOPICAL,OINTMENT,TOPICAL_SEMISOLID
Fusidic Acid/Fusidate Sodium,Ophthalmic:,1% (as Sulfate) Suspension in 5 g Tube (Eye drops) ,J01XC01,,,,STREPTOKINASE,STREPTOKINASE,FUSIDIC ACID/FUSIDATE SODIUM,FUSIDIC ACID/FUSIDATE,OPHTHALMIC,['5.0G'],"['DROPS', 'SUSPENSION']","['5.0G']|['DROPS', 'SUSPENSION']|OPHTHALMIC",OPHTHALMIC,DROPS,DROPS
Gabapentin,Oral:,100 mg Capsule *Primary Health Care,N02BF01,,,,STREPTOKINASE,STREPTOKINASE,GABAPENTIN,GABAPENTIN,PO,['100.0MG'],['CAPSULE'],['100.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Gabapentin,Oral:,300 mg Capsule *Primary Health Care,N02BF01,,,,STREPTOKINASE,STREPTOKINASE,GABAPENTIN,GABAPENTIN,PO,['300.0MG'],['CAPSULE'],['300.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Gadobutrol,Inj.:,1 mmol/mL Solution for injection in 15 mL Vial ,V08CA09,,,,STREPTOKINASE,STREPTOKINASE,GADOBUTROL,GADOBUTROL,INJ.,"['1.0MMOL/1ML', '1.0MMOL']","['VIAL', 'SOLUTION']","['1.0MMOL/1ML', '1.0MMOL']|['VIAL', 'SOLUTION']|INJ.",INJ.,VIAL,VIAL
Gadobutrol,Inj.:,1 mmol/mL Solution for injection in 5 mL Pre-filled syringe ,V08CA09,,,,STREPTOKINASE,STREPTOKINASE,GADOBUTROL,GADOBUTROL,INJ.,"['1.0MMOL/1ML', '1.0MMOL']","['PRE-FILLED SYRINGE', 'SOLUTION']","['1.0MMOL/1ML', '1.0MMOL']|['PRE-FILLED SYRINGE', 'SOLUTION']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Gadoteric Acid,Inj.:,0.5 mmol/mL Solution for injection in 10 mL Vial ,V08CA02,,,,STREPTOKINASE,STREPTOKINASE,GADOTERIC ACID,GADOTERIC ACID,INJ.,"['0.5MMOL/1ML', '0.5MMOL']","['VIAL', 'SOLUTION']","['0.5MMOL/1ML', '0.5MMOL']|['VIAL', 'SOLUTION']|INJ.",INJ.,VIAL,VIAL
Gadoteric Acid,Inj.:,0.5 mmol/mL Solution for injection in 15 mL Vial ,V08CA02,,,,STREPTOKINASE,STREPTOKINASE,GADOTERIC ACID,GADOTERIC ACID,INJ.,"['0.5MMOL/1ML', '0.5MMOL']","['VIAL', 'SOLUTION']","['0.5MMOL/1ML', '0.5MMOL']|['VIAL', 'SOLUTION']|INJ.",INJ.,VIAL,VIAL
Gadoteric Acid,Inj.:,0.5 mmol/mL Solution for injection in 20 mL Vial ,V08CA02,,,,STREPTOKINASE,STREPTOKINASE,GADOTERIC ACID,GADOTERIC ACID,INJ.,"['0.5MMOL/1ML', '0.5MMOL']","['VIAL', 'SOLUTION']","['0.5MMOL/1ML', '0.5MMOL']|['VIAL', 'SOLUTION']|INJ.",INJ.,VIAL,VIAL
Ganciclovir,Ophthalmic:,0.15% Gel in 5 g Tube ,J05AB06,,,,STREPTOKINASE,STREPTOKINASE,GANCICLOVIR,GANCICLOVIR,OPHTHALMIC,['5.0G'],['GEL'],['5.0G']|['GEL']|OPHTHALMIC,OPHTHALMIC,GEL,TOPICAL_SEMISOLID
Ganciclovir,Inj.:,500 mg (as Sodium) Vial (IV infusion) ,J05AB06,,,,STREPTOKINASE,STREPTOKINASE,GANCICLOVIR,GANCICLOVIR,INJ.,['500.0MG'],['VIAL'],['500.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Gemcitabine,Inj.:,200 mg (as Hydrochloride) Vial (IV infusion) ,L01BC05,,,,STREPTOKINASE,STREPTOKINASE,GEMCITABINE,GEMCITABINE,INJ.,['200.0MG'],['VIAL'],['200.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Gemcitabine,Inj.:,1 g (as Hydrochloride) Vial (IV infusion) ,L01BC05,,,,STREPTOKINASE,STREPTOKINASE,GEMCITABINE,GEMCITABINE,INJ.,['1.0G'],['VIAL'],['1.0G']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Gentamicin,Inj.:,"10 mg/mL (as Sulfate) in 2 mL Ampul/Vial (IM, IV) *Primary Health Care",J01GB03,,,,STREPTOKINASE,STREPTOKINASE,GENTAMICIN,GENTAMICIN,INJ.,"['10.0MG/1ML', '10.0MG']","['AMPUL', 'VIAL']","['10.0MG/1ML', '10.0MG']|['AMPUL', 'VIAL']|INJ.",INJ.,AMPUL,AMPUL
Gentamicin,Inj.:,"40 mg/mL (as Sulfate) in 2 mL Ampul/Vial (IM, IV) *Primary Health Care",J01GB03,,,,STREPTOKINASE,STREPTOKINASE,GENTAMICIN,GENTAMICIN,INJ.,"['40.0MG/1ML', '40.0MG']","['AMPUL', 'VIAL']","['40.0MG/1ML', '40.0MG']|['AMPUL', 'VIAL']|INJ.",INJ.,AMPUL,AMPUL
Gliclazide,Oral:,30 mg Modified Release (MR) tablet *Primary Health Care,A10BB09,,,,STREPTOKINASE,STREPTOKINASE,GLICLAZIDE,GLICLAZIDE,PO,['30.0MG'],['TABLET'],['30.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Gliclazide,Oral:,60 mg Modified Release (MR) tablet ,A10BB09,,,,STREPTOKINASE,STREPTOKINASE,GLICLAZIDE,GLICLAZIDE,PO,['60.0MG'],['TABLET'],['60.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Gliclazide,Oral:,80 mg Tablet *Primary Health Care,A10BB09,,,,STREPTOKINASE,STREPTOKINASE,GLICLAZIDE,GLICLAZIDE,PO,['80.0MG'],['TABLET'],['80.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Glucagon,Inj.:,"1 mg (as Hydrochloride) Lyophilized powder + Solvent (IM, IV, SC) ",H04AA01,,,,STREPTOKINASE,STREPTOKINASE,GLUCAGON,GLUCAGON,INJ.,['1.0MG'],['UNSPECIFIED'],['1.0MG']|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
Glucose (Dextrose),Inj.:,50% in 50 mL Vial (IV) *Primary Health Care,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,GLUCOSE (DEXTROSE),GLUCOSE (DEXTROSE),INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Glucose (Dextrose),Inj.:,50% in 10 mL Ampul (IV) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,GLUCOSE (DEXTROSE),GLUCOSE (DEXTROSE),INJ.,[],['AMPUL'],[]|['AMPUL']|INJ.,INJ.,AMPUL,AMPUL
Glucose (Dextrose),Inj.:,50% in 20 mL Ampul (IV) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,GLUCOSE (DEXTROSE),GLUCOSE (DEXTROSE),INJ.,[],['AMPUL'],[]|['AMPUL']|INJ.,INJ.,AMPUL,AMPUL
Glucose (Dextrose),Inj.:,50% in 10 mL Vial (IV)(85 Kcal) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,GLUCOSE (DEXTROSE),GLUCOSE (DEXTROSE),INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Glucose (Dextrose),Inj.:,50% in 20 mL Vial (IV)(85 Kcal) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,GLUCOSE (DEXTROSE),GLUCOSE (DEXTROSE),INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Glucose (Dextrose),Inj.:,50% in 50 mL Vial (IV)(85 Kcal) ,V06DC01,,,,STREPTOKINASE,STREPTOKINASE,GLUCOSE (DEXTROSE),GLUCOSE (DEXTROSE),INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Glycerin (Glycerol),Oral:,USP Grade (Liquid) ,A06AG04,,,,STREPTOKINASE,STREPTOKINASE,GLYCERIN (GLYCEROL),GLYCERIN (GLYCEROL),PO,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|PO,ENTERAL,UNSPECIFIED,UNSPECIFIED
Glycerin (Glycerol),Rectal:,2 g Suppository ,A06AG04,,,,STREPTOKINASE,STREPTOKINASE,GLYCERIN (GLYCEROL),GLYCERIN (GLYCEROL),RECTAL,['2.0G'],['SUPPOSITORY'],['2.0G']|['SUPPOSITORY']|RECTAL,RECTAL,SUPPOSITORY,RECTAL/VAGINAL
Glycerin (Glycerol),Rectal:,2.5 g Suppository ,A06AG04,,,,STREPTOKINASE,STREPTOKINASE,GLYCERIN (GLYCEROL),GLYCERIN (GLYCEROL),RECTAL,['2.5G'],['SUPPOSITORY'],['2.5G']|['SUPPOSITORY']|RECTAL,RECTAL,SUPPOSITORY,RECTAL/VAGINAL
Glyceryl trinitrate (Nitroglycerin),Inj.:,1 mg/mL in 10 mL Ampul (IV infusion) ,C01DA02,,,,STREPTOKINASE,STREPTOKINASE,GLYCERYL TRINITRATE (NITROGLYCERIN),GLYCERYL TRINITRATE (NITROGLYCERIN),INJ.,"['1.0MG/1ML', '1.0MG']",['AMPUL'],"['1.0MG/1ML', '1.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Glyceryl trinitrate (Nitroglycerin),Inj.:,1 mg/mL in 25 mL Ampul (IV infusion) ,C01DA02,,,,STREPTOKINASE,STREPTOKINASE,GLYCERYL TRINITRATE (NITROGLYCERIN),GLYCERYL TRINITRATE (NITROGLYCERIN),INJ.,"['1.0MG/1ML', '1.0MG']",['AMPUL'],"['1.0MG/1ML', '1.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Goserelin,Inj.:,3.6 mg (as Acetate) Depot solution Pre-filled syringe (SC) ,L02AE03,,,,STREPTOKINASE,STREPTOKINASE,GOSERELIN,GOSERELIN,INJ.,['3.6MG'],"['PRE-FILLED SYRINGE', 'SOLUTION']","['3.6MG']|['PRE-FILLED SYRINGE', 'SOLUTION']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Goserelin,Inj.:,10.8 mg (as Acetate) Depot solution Pre-filled syringe (SC) ,L02AE03,,,,STREPTOKINASE,STREPTOKINASE,GOSERELIN,GOSERELIN,INJ.,['10.8MG'],"['PRE-FILLED SYRINGE', 'SOLUTION']","['10.8MG']|['PRE-FILLED SYRINGE', 'SOLUTION']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Haloperidol,Oral:,2 mg Tablet *Primary Health Care,N05AD01,,,,STREPTOKINASE,STREPTOKINASE,HALOPERIDOL,HALOPERIDOL,PO,['2.0MG'],['TABLET'],['2.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Haloperidol,Oral:,5 mg Tablet *Primary Health Care,N05AD01,,,,STREPTOKINASE,STREPTOKINASE,HALOPERIDOL,HALOPERIDOL,PO,['5.0MG'],['TABLET'],['5.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Haloperidol,Oral:,10 mg Tablet *Primary Health Care,N05AD01,,,,STREPTOKINASE,STREPTOKINASE,HALOPERIDOL,HALOPERIDOL,PO,['10.0MG'],['TABLET'],['10.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Haloperidol,Inj.:,5 mg/mL in 1 mL Ampul (IM) *Primary Health Care,N05AD01,,,,STREPTOKINASE,STREPTOKINASE,HALOPERIDOL,HALOPERIDOL,INJ.,"['5.0MG/1ML', '5.0MG']",['AMPUL'],"['5.0MG/1ML', '5.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Haloperidol,Inj.:,50 mg/mL (as Decanoate) in 1 mL Ampul (IM)(Oily) *Primary Health Care,N05AD01,,,,STREPTOKINASE,STREPTOKINASE,HALOPERIDOL,HALOPERIDOL,INJ.,"['50.0MG/1ML', '50.0MG']",['AMPUL'],"['50.0MG/1ML', '50.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Halothane,Inhalation:,in 250 mL Bottle ,N01AB01,,,,STREPTOKINASE,STREPTOKINASE,HALOTHANE,HALOTHANE,INH,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INH,RESPIRATORY,UNSPECIFIED,UNSPECIFIED
Hemophilus Influenzae type B Conjugated (Hib) Vaccine,Inj.:,10 mcg/0.5 mL in 1 Dose vial + 0.5 mL diluent with tetanus protein (IM) *Primary Health Care,J07AG01 ,,,,STREPTOKINASE,STREPTOKINASE,HEMOPHILUS INFLUENZAE TYPE B CONJUGATED (HIB) VACCINE,HEMOPHILUS INFLUENZAE TYPE B CONJUGATED (HIB) VACCINE,INJ.,"['10.0MCG/0.5ML', '10.0MCG']",['VIAL'],"['10.0MCG/0.5ML', '10.0MCG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Hemophilus Influenzae type B Conjugated (Hib) Vaccine,Inj.:,10 mcg/0.5 mL Vial + 0.9% sodium chloride with diptheria CRM 197 protein (IM) *Primary Health Care,J07AG01 ,,,,STREPTOKINASE,STREPTOKINASE,HEMOPHILUS INFLUENZAE TYPE B CONJUGATED (HIB) VACCINE,HEMOPHILUS INFLUENZAE TYPE B CONJUGATED (HIB) VACCINE,INJ.,"['10.0MCG/0.5ML', '10.0MCG']",['VIAL'],"['10.0MCG/0.5ML', '10.0MCG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Hemophilus Influenzae type B Conjugated (Hib) Vaccine,Inj.:,in 0.5 mL Vial + Meningococcal protein (IM) *Primary Health Care,J07AG01 ,,,,STREPTOKINASE,STREPTOKINASE,HEMOPHILUS INFLUENZAE TYPE B CONJUGATED (HIB) VACCINE,HEMOPHILUS INFLUENZAE TYPE B CONJUGATED (HIB) VACCINE,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Heparin,Inj.:,"1000 IU/mL (as Sodium) in 5 mL Vial (IV infusion, SC) (Bovine origin) (Unfractionated) ",C05BA03,,,,STREPTOKINASE,STREPTOKINASE,HEPARIN,HEPARIN,INJ.,"['1000.0IU/1ML', '1000.0IU']",['VIAL'],"['1000.0IU/1ML', '1000.0IU']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Heparin,Inj.:,"5000 IU/mL (as Sodium) in 5 mL Vial (IV infusion, SC) (Bovine origin) (Unfractionated) ",C05BA03,,,,STREPTOKINASE,STREPTOKINASE,HEPARIN,HEPARIN,INJ.,"['5000.0IU/1ML', '5000.0IU']",['VIAL'],"['5000.0IU/1ML', '5000.0IU']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Hepatitis A Inactivated Vaccine,Inj.:,Viral antigen not less than 720 EU  in 0.5 mL Monodose vial (IM) (Junior) ,J07BC02,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS A INACTIVATED VACCINE,HEPATITIS A INACTIVATED VACCINE,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Hepatitis A Inactivated Vaccine,Inj.:,Viral antigen not less than 1440 EU  in 1 mL Monodose vial (IM) (Adult) ,J07BC02,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS A INACTIVATED VACCINE,HEPATITIS A INACTIVATED VACCINE,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Hepatitis A Inactivated Vaccine,Inj.:,80 units/0.5 mL Pre-filled syringe (IM) (Pediatric) (Single dose) (GBM strain) ,J07BC02,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS A INACTIVATED VACCINE,HEPATITIS A INACTIVATED VACCINE,INJ.,[],['PRE-FILLED SYRINGE'],[]|['PRE-FILLED SYRINGE']|INJ.,INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Hepatitis A Inactivated Vaccine,Inj.:,160 units/0.5 mL Pre-filled syringe (IM) (Pediatric) (Single dose) (GBM strain) ,J07BC02,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS A INACTIVATED VACCINE,HEPATITIS A INACTIVATED VACCINE,INJ.,[],['PRE-FILLED SYRINGE'],[]|['PRE-FILLED SYRINGE']|INJ.,INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Hepatitis B Immunoglobulin,Inj.:,in 0.5 mL Vial (IM) (Human) ,J06BB04,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS B IMMUNOGLOBULIN,HEPATITIS B IMMUNOGLOBULIN,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Hepatitis B Immunoglobulin,Inj.:,in 1 mL Vial (IM) (Human) ,J06BB04,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS B IMMUNOGLOBULIN,HEPATITIS B IMMUNOGLOBULIN,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Hepatitis B Immunoglobulin,Inj.:,in 2 mL Vial (IM) (Human) ,J06BB04,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS B IMMUNOGLOBULIN,HEPATITIS B IMMUNOGLOBULIN,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Hepatitis B Vaccine,Inj.:,"10 mcg/0.5 mL Monodose vial (IM) (Pediatric) (Recombinant DNA)
(N.B.: Formulations of different manufacturers are of equal or similar immunogenicity. Follow strictly the recommended dose of each manufacturer) *Primary Health Care",J07BC01,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS B VACCINE,HEPATITIS B VACCINE,INJ.,"['10.0MCG/0.5ML', '10.0MCG']",['VIAL'],"['10.0MCG/0.5ML', '10.0MCG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Hepatitis B Vaccine,Inj.:,"10 mcg/0.5 mL x 10 dose, in 5 mL Vial (IM) (Recombinant DNA)
(N.B.: Formulations of different manufacturers are of equal or similar immunogenicity. Follow strictly the recommended dose of each manufacturer) *Primary Health Care",J07BC01,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS B VACCINE,HEPATITIS B VACCINE,INJ.,"['10.0MCG/0.5ML', '10.0MCG']",['VIAL'],"['10.0MCG/0.5ML', '10.0MCG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Hepatitis B Vaccine,Inj.:,"20 mcg/mL Monodose vial (IM) (Adult) (Recombinant DNA) (For more than 10 years old)
(N.B.: Formulations of different manufacturers are of equal or similar immunogenicity. Follow strictly the recommended dose of each manufacturer) *Primary Health Care",J07BC01,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS B VACCINE,HEPATITIS B VACCINE,INJ.,"['20.0MCG/1ML', '20.0MCG']",['VIAL'],"['20.0MCG/1ML', '20.0MCG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Hepatitis B Vaccine,Inj.:,"20 mcg/mL x 10 dose, in 10 mL Vial (IM) (Adult) (Recombinant DNA)
(N.B.: Formulations of different manufacturers are of equal or similar immunogenicity. Follow strictly the recommended dose of each manufacturer) *Primary Health Care",J07BC01,,,,STREPTOKINASE,STREPTOKINASE,HEPATITIS B VACCINE,HEPATITIS B VACCINE,INJ.,"['20.0MCG/1ML', '20.0MCG']",['VIAL'],"['20.0MCG/1ML', '20.0MCG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Human Papillomavirus Vaccine,Inj.:,"Suspension in 0.5 mL Glass pre-filled syringe (IM) (Quadrivalent - Types 6, 11, 16, 18) (Recombinant) ",J07BM03,,,,STREPTOKINASE,STREPTOKINASE,HUMAN PAPILLOMAVIRUS VACCINE,HUMAN PAPILLOMAVIRUS VACCINE,INJ.,[],"['PRE-FILLED SYRINGE', 'SUSPENSION']","[]|['PRE-FILLED SYRINGE', 'SUSPENSION']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Human Papillomavirus Vaccine,Inj.:,"in 0.5 mL Glass vial (IM) (Quadrivalent - Types 6, 11, 16, 18) (Recombinant) ",J07BM03,,,,STREPTOKINASE,STREPTOKINASE,HUMAN PAPILLOMAVIRUS VACCINE,HUMAN PAPILLOMAVIRUS VACCINE,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Human Papillomavirus Vaccine,Inj.:,"Suspension in 0.5 mL Pre-filled syringe (Type 1 glass) with plunger stopper (rubber butyl) and sterile needle (Types 16 and 18) (Recombinant, AS04 Adjuvanted) ",J07BM03,,,,STREPTOKINASE,STREPTOKINASE,HUMAN PAPILLOMAVIRUS VACCINE,HUMAN PAPILLOMAVIRUS VACCINE,INJ.,[],"['PRE-FILLED SYRINGE', 'SUSPENSION']","[]|['PRE-FILLED SYRINGE', 'SUSPENSION']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Human Papillomavirus Vaccine,Inj.:,"0.5 mL in 3 mL Monodose vial (Type 1 glass) (Types 16 and 18) (Recombinant, AS04 Adjuvanted) ",J07BM03,,,,STREPTOKINASE,STREPTOKINASE,HUMAN PAPILLOMAVIRUS VACCINE,HUMAN PAPILLOMAVIRUS VACCINE,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
