MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N
Lamivudine + Tenofovir,Oral:,300 mg + 300 mg Tablet ,J05AR12,,,,STREPTOKINASE,STREPTOKINASE,LAMIVUDINE + TENOFOVIR,LAMIVUDINE + TENOFOVIR,PO
Lamivudine + Zidovudine,Oral:,150 mg + 300 mg Tablet ,J05AR01,,,,STREPTOKINASE,STREPTOKINASE,LAMIVUDINE + ZIDOVUDINE,LAMIVUDINE + ZIDOVUDINE,PO
Lamivudine + Zidovudine + Nevirapine,Oral:,150 mg + 300 mg + 200 mg Tablet ,J05AR05,,,,STREPTOKINASE,STREPTOKINASE,LAMIVUDINE + ZIDOVUDINE + NEVIRAPINE,LAMIVUDINE + ZIDOVUDINE + NEVIRAPINE,PO
Lamotrigine,Oral:,50 mg Tablet ,N03AX09,,,,STREPTOKINASE,STREPTOKINASE,LAMOTRIGINE,LAMOTRIGINE,PO
Lamotrigine,Oral:,100 mg Tablet ,N03AX09,,,,STREPTOKINASE,STREPTOKINASE,LAMOTRIGINE,LAMOTRIGINE,PO
Lansoprazole,Oral:,15 mg Capsule ,A02BC03,,,,STREPTOKINASE,STREPTOKINASE,LANSOPRAZOLE,LANSOPRAZOLE,PO
Lansoprazole,Oral:,30 mg Capsule ,A02BC03,,,,STREPTOKINASE,STREPTOKINASE,LANSOPRAZOLE,LANSOPRAZOLE,PO
Lansoprazole,Oral:,15 mg Modified Release (MR) tablet ,A02BC03,,,,STREPTOKINASE,STREPTOKINASE,LANSOPRAZOLE,LANSOPRAZOLE,PO
Lansoprazole,Oral:,30 mg Modified Release (MR) tablet ,A02BC03,,,,STREPTOKINASE,STREPTOKINASE,LANSOPRAZOLE,LANSOPRAZOLE,PO
Latanoprost,Ophthalmic:,50 mcg/mL Solution in 2.5 mL (Eye drops) ,S01EE01,,,,STREPTOKINASE,STREPTOKINASE,LATANOPROST,LATANOPROST,OPHTHALMIC
Latanoprost + Timolol,Ophthalmic:,50 mcg + 5 mcg/mL (as Maleate) Solution in 5 mL Bottle (Eye drops) ,S01ED51,,,,STREPTOKINASE,STREPTOKINASE,LATANOPROST + TIMOLOL,LATANOPROST + TIMOLOL,OPHTHALMIC
Letrozole,Oral:,2.5 mg Tablet/Film-coated tablet ,L02BG04,,,,STREPTOKINASE,STREPTOKINASE,LETROZOLE,LETROZOLE,PO
Leuproreline,Inj.:,"3.75 mg/2 mL (as Acetate) Vial + Syringe (IM, SC) ",L02AE02,,,,STREPTOKINASE,STREPTOKINASE,LEUPRORELINE,LEUPRORELINE,INJ.
Leuproreline,Inj.:,"1.88 mg (as Acetate) Single dose, Powder + Syringe (IM, SC) ",L02AE02,,,,STREPTOKINASE,STREPTOKINASE,LEUPRORELINE,LEUPRORELINE,INJ.
Leuproreline,Inj.:,"3.75 mg (as Acetate) Single dose, Powder + Syringe (IM, SC) ",L02AE02,,,,STREPTOKINASE,STREPTOKINASE,LEUPRORELINE,LEUPRORELINE,INJ.
Leuproreline,Inj.:,"11.25 mg (as Acetate) Depot solution Vial + Syringe (IM, SC) ",L02AE02,,,,STREPTOKINASE,STREPTOKINASE,LEUPRORELINE,LEUPRORELINE,INJ.
Leuproreline,Inj.:,7.5 mg (as Acetate) Pre-filled syringe (SC) ,L02AE02,,,,STREPTOKINASE,STREPTOKINASE,LEUPRORELINE,LEUPRORELINE,INJ.
Leuproreline,Inj.:,22.5 mg (as Acetate) Pre-filled syringe (SC) ,L02AE02,,,,STREPTOKINASE,STREPTOKINASE,LEUPRORELINE,LEUPRORELINE,INJ.
Leuproreline,Inj.:,45 mg (as Acetate) Pre-filled syringe (SC) ,L02AE02,,,,STREPTOKINASE,STREPTOKINASE,LEUPRORELINE,LEUPRORELINE,INJ.
Levetiracetam,Oral:,250 mg Film-coated tablet ,N03AX14 ,,,,STREPTOKINASE,STREPTOKINASE,LEVETIRACETAM,LEVETIRACETAM,PO
Levetiracetam,Oral:,500 mg Film-coated tablet ,N03AX14 ,,,,STREPTOKINASE,STREPTOKINASE,LEVETIRACETAM,LEVETIRACETAM,PO
Levetiracetam,Oral:,750 mg Film-coated tablet ,N03AX14 ,,,,STREPTOKINASE,STREPTOKINASE,LEVETIRACETAM,LEVETIRACETAM,PO
Levetiracetam,Oral:,1 g Film-coated tablet ,N03AX14 ,,,,STREPTOKINASE,STREPTOKINASE,LEVETIRACETAM,LEVETIRACETAM,PO
Levetiracetam,Inj.:,500 mg/5 mL (100 mg/mL) Solution in 5 mL Vial (IV infusion) (Concentrate) ,N03AX14 ,,,,STREPTOKINASE,STREPTOKINASE,LEVETIRACETAM,LEVETIRACETAM,INJ.
Levetiracetam,Oral:,100 mg/mL Solution in 100 mL Bottle ,N03AX14 ,,,,STREPTOKINASE,STREPTOKINASE,LEVETIRACETAM,LEVETIRACETAM,PO
Levetiracetam,Oral:,100 mg/mL Solution in 300 mL Bottle ,N03AX14 ,,,,STREPTOKINASE,STREPTOKINASE,LEVETIRACETAM,LEVETIRACETAM,PO
Levobupivacaine,Inj.:,5 mg/mL Solution in 10 mL Ampul ,N01BB10,,,,STREPTOKINASE,STREPTOKINASE,LEVOBUPIVACAINE,LEVOBUPIVACAINE,INJ.
Levodopa + Carbidopa,Oral:,100 mg + 25 mg Tablet *Primary Health Care,N04BA02,,,,STREPTOKINASE,STREPTOKINASE,LEVODOPA + CARBIDOPA,LEVODOPA + CARBIDOPA,PO
Levodopa + Carbidopa,Oral:,250 mg + 25 mg Tablet *Primary Health Care,N04BA02,,,,STREPTOKINASE,STREPTOKINASE,LEVODOPA + CARBIDOPA,LEVODOPA + CARBIDOPA,PO
Levodopa + Carbidopa,Oral:,200 mg + 50 mg Extended Release (ER) tablet *Primary Health Care,N04BA02,,,,STREPTOKINASE,STREPTOKINASE,LEVODOPA + CARBIDOPA,LEVODOPA + CARBIDOPA,PO
Levofloxacin,Oral:,250 mg Tablet ,J01MA12 ,,,,STREPTOKINASE,STREPTOKINASE,LEVOFLOXACIN,LEVOFLOXACIN,PO
Levofloxacin,Oral:,500 mg Tablet ,J01MA12 ,,,,STREPTOKINASE,STREPTOKINASE,LEVOFLOXACIN,LEVOFLOXACIN,PO
Levofloxacin,Oral:,750 mg Tablet ,J01MA12 ,,,,STREPTOKINASE,STREPTOKINASE,LEVOFLOXACIN,LEVOFLOXACIN,PO
Levofloxacin,Inj.:,5 mg/mL Solution in 100 mL Vial (IV infusion) ,J01MA12 ,,,,STREPTOKINASE,STREPTOKINASE,LEVOFLOXACIN,LEVOFLOXACIN,INJ.
Levofloxacin,Inj.:,5 mg/mL Solution in 150 mL Vial (IV infusion) ,J01MA12 ,,,,STREPTOKINASE,STREPTOKINASE,LEVOFLOXACIN,LEVOFLOXACIN,INJ.
Levofloxacin,Ophthalmic:,5 mg/mL (0.5% w/v) Solution (Eye drops) ,J01MA12 ,,,,STREPTOKINASE,STREPTOKINASE,LEVOFLOXACIN,LEVOFLOXACIN,OPHTHALMIC
Levothyroxine,Oral:,50 mcg (as Sodium/anhydrous Sodium) Tablet *Primary Health Care,H03AA01,,,,STREPTOKINASE,STREPTOKINASE,LEVOTHYROXINE,LEVOTHYROXINE,PO
Levothyroxine,Oral:,100 mcg (as Sodium/anhydrous Sodium) Tablet *Primary Health Care,H03AA01,,,,STREPTOKINASE,STREPTOKINASE,LEVOTHYROXINE,LEVOTHYROXINE,PO
Levothyroxine,Oral:,150 mcg (as Sodium/anhydrous Sodium) Tablet *Primary Health Care,H03AA01,,,,STREPTOKINASE,STREPTOKINASE,LEVOTHYROXINE,LEVOTHYROXINE,PO
Lidocaine,Inj.:,1% (as Hydrochloride) in 20 mL Ampul *Primary Health Care,C01BB01,,,,STREPTOKINASE,STREPTOKINASE,LIDOCAINE,LIDOCAINE,INJ.
Lidocaine,Inj.:,"2% (20 mg/mL) (as Hydrochloride) in 2 mL Ampul/vial (IM, IV) ",C01BB01,,,,STREPTOKINASE,STREPTOKINASE,LIDOCAINE,LIDOCAINE,INJ.
Lidocaine,Inj.:,"2% (20 mg/mL) (as Hydrochloride) in 5 mL Ampul/vial (IM, IV) ",C01BB01,,,,STREPTOKINASE,STREPTOKINASE,LIDOCAINE,LIDOCAINE,INJ.
Lidocaine,Inj.:,"2% (20 mg/mL) (as Hydrochloride) in 20 mL Ampul/vial (IM, IV) ",C01BB01,,,,STREPTOKINASE,STREPTOKINASE,LIDOCAINE,LIDOCAINE,INJ.
Lidocaine,Inj.:,"2% (20 mg/mL) (as Hydrochloride) in 50 mL Ampul/vial (IM, IV) ",C01BB01,,,,STREPTOKINASE,STREPTOKINASE,LIDOCAINE,LIDOCAINE,INJ.
Lidocaine,Inj.:,"2% (as Hydrochloride) in 5 mL Vial (Epidural, local infiltration) *Primary Health Care",C01BB01,,,,STREPTOKINASE,STREPTOKINASE,LIDOCAINE,LIDOCAINE,INJ.
Lidocaine,Inj.:,"2% (as Hydrochloride) in 50 mL Vial (Epidural, local infiltration) *Primary Health Care",C01BB01,,,,STREPTOKINASE,STREPTOKINASE,LIDOCAINE,LIDOCAINE,INJ.
Lidocaine,Inj.:,2% (as Hydrochloride) in 1.8 mL Carpule + Epinephrine (local infiltration) *Primary Health Care,C01BB01,,,,STREPTOKINASE,STREPTOKINASE,LIDOCAINE,LIDOCAINE,INJ.
Lidocaine,Topical:,10% (as Hydrochloride) Solution in 50 mL Spray *Primary Health Care,C01BB01,,,,STREPTOKINASE,STREPTOKINASE,LIDOCAINE,LIDOCAINE,TOP
Linezolid *Reserve antimicrobial,Oral:,600 mg Tablet/Film-coated tablet ,J01XX08,,,,STREPTOKINASE,STREPTOKINASE,LINEZOLID RESERVE ANTIMICROBIAL,LINEZOLID RESERVE ANTIMICROBIAL,PO
Linezolid *Reserve antimicrobial,Inj.:,2 mg/mL (600 mg/300 mL) Solution for IV infusion ,J01XX08,,,,STREPTOKINASE,STREPTOKINASE,LINEZOLID RESERVE ANTIMICROBIAL,LINEZOLID RESERVE ANTIMICROBIAL,INJ.
Lipids,Inj.:,10% in 100 mL Bottle (IV infusion) ,C10BX ,,,,STREPTOKINASE,STREPTOKINASE,LIPIDS,LIPIDS,INJ.
Lipids,Inj.:,10% in 200 mL Bottle (IV infusion) ,C10BX ,,,,STREPTOKINASE,STREPTOKINASE,LIPIDS,LIPIDS,INJ.
Lipids,Inj.:,10% in 500 mL Bottle (IV infusion) ,C10BX ,,,,STREPTOKINASE,STREPTOKINASE,LIPIDS,LIPIDS,INJ.
Lipids,Inj.:,20% in 100 mL Bottle (IV infusion) ,C10BX ,,,,STREPTOKINASE,STREPTOKINASE,LIPIDS,LIPIDS,INJ.
Lipids,Inj.:,20% in 250 mL Bottle (IV infusion) ,C10BX ,,,,STREPTOKINASE,STREPTOKINASE,LIPIDS,LIPIDS,INJ.
Lipids,Inj.:,20% in 500 mL Bottle (IV infusion) ,C10BX ,,,,STREPTOKINASE,STREPTOKINASE,LIPIDS,LIPIDS,INJ.
Lithium ,Oral:,450 mg (as Carbonate) Modified Release (MR) tablet *Primary Health Care,N05AN01,,,,STREPTOKINASE,STREPTOKINASE,LITHIUM,LITHIUM,PO
Live Attenuated Bivalent Oral Polio Vaccine,Oral:,"2 mg 20 doses, in Vial (Types 1 and 3) *Primary Health Care",J07BF02,,,,STREPTOKINASE,STREPTOKINASE,LIVE ATTENUATED BIVALENT ORAL POLIO VACCINE,LIVE ATTENUATED BIVALENT ORAL POLIO VACCINE,PO
Live Attenuated Measles and Rubella (MR) Vaccine,Inj.:,"x 10 doses/vial, Multidose vial + 5 mL diluent (SC)(With vaccine vial monitor) ",J07BD53,,,,STREPTOKINASE,STREPTOKINASE,LIVE ATTENUATED MEASLES AND RUBELLA (MODIFIED RELEASE) VACCINE,LIVE ATTENUATED MEASLES AND RUBELLA (MODIFIED RELEASE) VACCINE,INJ.
Live Attenuated Measles Vaccine,Inj.:,Monodose vial + 0.5 mL diluent (SC) *Primary Health Care,J07BD01,,,,STREPTOKINASE,STREPTOKINASE,LIVE ATTENUATED MEASLES VACCINE,LIVE ATTENUATED MEASLES VACCINE,INJ.
Live Attenuated Measles Vaccine,Inj.:,Multidose vial + 5 mL diluent (SC) *Primary Health Care,J07BD01,,,,STREPTOKINASE,STREPTOKINASE,LIVE ATTENUATED MEASLES VACCINE,LIVE ATTENUATED MEASLES VACCINE,INJ.
"Live Attenuated Measles, Mumps and Rubella (MMR) Vaccine",Inj.:,Monodose vial + 0.5 mL diluent (SC) *Primary Health Care,J07BD52,,,,STREPTOKINASE,STREPTOKINASE,LIVE ATTENUATED MEASLES MUMPS AND RUBELLA (MMR) VACCINE,LIVE ATTENUATED MEASLES MUMPS AND RUBELLA (MMR) VACCINE,INJ.
"Live Attenuated Measles, Mumps and Rubella (MMR) Vaccine",Inj.:,Multidose vial + 5 mL diluent (SC) *Primary Health Care,J07BD52,,,,STREPTOKINASE,STREPTOKINASE,LIVE ATTENUATED MEASLES MUMPS AND RUBELLA (MMR) VACCINE,LIVE ATTENUATED MEASLES MUMPS AND RUBELLA (MMR) VACCINE,INJ.
Live Attenuated Mumps Vaccine,Inj.:,Monodose vial + 0.5 mL diluent (SC) ,J07BE01,,,,STREPTOKINASE,STREPTOKINASE,LIVE ATTENUATED MUMPS VACCINE,LIVE ATTENUATED MUMPS VACCINE,INJ.
Live Attenuated Rubella Vaccine,Inj.:,Monodose vial + 0.5 mL diluent (SC) ,J07BJ01,,,,STREPTOKINASE,STREPTOKINASE,LIVE ATTENUATED RUBELLA VACCINE,LIVE ATTENUATED RUBELLA VACCINE,INJ.
Live Attenuated Rubella Vaccine,Inj.:,Multidose vial + 5 mL diluent (SC) ,J07BJ01,,,,STREPTOKINASE,STREPTOKINASE,LIVE ATTENUATED RUBELLA VACCINE,LIVE ATTENUATED RUBELLA VACCINE,INJ.
Live Attenuated Varicella Vaccine,Inj.:,Not less than 2000 PFU Freeze-dried powder Monodose vial + 0.5 mL water for injection ampule) (SC only)(OKA strain varicella zoster virus) ,J07BK01,,,,STREPTOKINASE,STREPTOKINASE,LIVE ATTENUATED VARICELLA VACCINE,LIVE ATTENUATED VARICELLA VACCINE,INJ.
Loperamide,Oral:,2 mg (as Hydrochloride) Capsule (N.B.: Not for infants and children less than 12 years old) *Primary Health Care,A07DA03,,,,STREPTOKINASE,STREPTOKINASE,LOPERAMIDE,LOPERAMIDE,PO
Lopinavir + Ritonavir,Oral:,200 mg + 50 mg Tablet/Capsule ,J05AR10 ,,,,STREPTOKINASE,STREPTOKINASE,LOPINAVIR + RITONAVIR,LOPINAVIR + RITONAVIR,PO
Lopinavir + Ritonavir,Oral:,40 mg + 10 mg Oral pellets contained in capsule ,J05AR10 ,,,,STREPTOKINASE,STREPTOKINASE,LOPINAVIR + RITONAVIR,LOPINAVIR + RITONAVIR,PO
Loratadine,Oral:,10 mg Tablet/Film-coated tablet *Primary Health Care,R06AX13,,,,STREPTOKINASE,STREPTOKINASE,LORATADINE,LORATADINE,PO
Loratadine,Oral:,5 mg/5 mL Syrup in 30 mL *Primary Health Care,R06AX13,,,,STREPTOKINASE,STREPTOKINASE,LORATADINE,LORATADINE,PO
Losartan,Oral:,50 mg (as Potassium) Tablet *Primary Health Care,C09CA01,,,,STREPTOKINASE,STREPTOKINASE,LOSARTAN,LOSARTAN,PO
Losartan,Oral:,100 mg (as Potassium) Tablet *Primary Health Care,C09CA01,,,,STREPTOKINASE,STREPTOKINASE,LOSARTAN,LOSARTAN,PO
Losartan + Hydrochlorothiazide,Oral:,50 mg + 12.5 mg Tablet *Primary Health Care,C09DA01,,,,STREPTOKINASE,STREPTOKINASE,LOSARTAN + HYDROCHLOROTHIAZIDE,LOSARTAN + HYDROCHLOROTHIAZIDE,PO
Lynestrenol,Oral:,500 mcg Tablet ,G03AC02,,,,STREPTOKINASE,STREPTOKINASE,LYNESTRENOL,LYNESTRENOL,PO
Magnesium Sulfate,Inj.:,"250 mg/mL (as Heptahydrate) in 2 mL Ampul (IM, IV) *Primary Health Care",A12CC02 ,,,,STREPTOKINASE,STREPTOKINASE,MAGNESIUM SULFATE,MAGNESIUM,INJ.
Magnesium Sulfate,Inj.:,"250 mg/mL (as Heptahydrate) in 10 mL Ampul (IM, IV) *Primary Health Care",A12CC02 ,,,,STREPTOKINASE,STREPTOKINASE,MAGNESIUM SULFATE,MAGNESIUM,INJ.
Magnesium Sulfate,Inj.:,250 mg/mL (as Heptahydrate) in 10 mL Vial (IV) ,A12CC02 ,,,,STREPTOKINASE,STREPTOKINASE,MAGNESIUM SULFATE,MAGNESIUM,INJ.
Magnesium Sulfate,Inj.:,250 mg/mL (as Heptahydrate) in 20 mL Vial (IV) *Primary Health Care,A12CC02 ,,,,STREPTOKINASE,STREPTOKINASE,MAGNESIUM SULFATE,MAGNESIUM,INJ.
Magnesium Sulfate,Inj.:,250 mg/mL (as Heptahydrate) in 50 mL Vial (IV) ,A12CC02 ,,,,STREPTOKINASE,STREPTOKINASE,MAGNESIUM SULFATE,MAGNESIUM,INJ.
Magnesium Sulfate,Inj.:,"500 mg/mL (as Heptahydrate) in 2 mL Ampul (IM, IV) *Primary Health Care",A12CC02 ,,,,STREPTOKINASE,STREPTOKINASE,MAGNESIUM SULFATE,MAGNESIUM,INJ.
Magnesium Sulfate,Inj.:,"500 mg/mL (as Heptahydrate) in 10 mL Ampul (IM, IV) *Primary Health Care",A12CC02 ,,,,STREPTOKINASE,STREPTOKINASE,MAGNESIUM SULFATE,MAGNESIUM,INJ.
Mannitol,Inj.:,20% in 250 mL Bottle (IV) ,B05BC01 ,,,,STREPTOKINASE,STREPTOKINASE,MANNITOL,MANNITOL,INJ.
Mannitol,Inj.:,20% in 500 mL Bottle (IV) ,B05BC01 ,,,,STREPTOKINASE,STREPTOKINASE,MANNITOL,MANNITOL,INJ.
Mebendazole,Oral:,100 mg Tablet /Capsule *Primary Health Care,P02CA01 ,,,,STREPTOKINASE,STREPTOKINASE,MEBENDAZOLE,MEBENDAZOLE,PO
Mebendazole,Oral:,500 mg Tablet /Chewable tablet *Primary Health Care,P02CA01 ,,,,STREPTOKINASE,STREPTOKINASE,MEBENDAZOLE,MEBENDAZOLE,PO
Mebendazole,Oral:,50 mg/mL Suspension in 10 mL ,P02CA01 ,,,,STREPTOKINASE,STREPTOKINASE,MEBENDAZOLE,MEBENDAZOLE,PO
Mebendazole,Oral:,100 mg/mL Suspension in 30 mL ,P02CA01 ,,,,STREPTOKINASE,STREPTOKINASE,MEBENDAZOLE,MEBENDAZOLE,PO
Mebendazole,Oral:,100 mg/mL Suspension in 60 mL ,P02CA01 ,,,,STREPTOKINASE,STREPTOKINASE,MEBENDAZOLE,MEBENDAZOLE,PO
Mebeverine,Oral:,100 mg (as Hydrochloride) Tablet ,A03AA04 ,,,,STREPTOKINASE,STREPTOKINASE,MEBEVERINE,MEBEVERINE,PO
Mecobalamin,Oral:,500 mcg Tablet ,B03BA05 ,,,,STREPTOKINASE,STREPTOKINASE,MECOBALAMIN,MECOBALAMIN,PO
Mecobalamin,Inj.:,"500 mcg/mL in 1 mL Ampul (IM, IV) ",B03BA05 ,,,,STREPTOKINASE,STREPTOKINASE,MECOBALAMIN,MECOBALAMIN,INJ.
Medroxyprogesterone,Oral:,5 mg (as Acetate) Tablet ,G03AC06 ,,,,STREPTOKINASE,STREPTOKINASE,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE,PO
Medroxyprogesterone,Oral:,10 mg (as Acetate) Tablet ,G03AC06 ,,,,STREPTOKINASE,STREPTOKINASE,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE,PO
Medroxyprogesterone,Inj.:,50 mg/mL (as Acetate) in 3 mL Vial with syringe (IM)(N.B.: Use 1 inch long needle) *Primary Health Care,G03AC06 ,,,,STREPTOKINASE,STREPTOKINASE,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE,INJ.
Medroxyprogesterone,Inj.:,150 mg/mL (as Enanthate/Acetate) in 1 mL Vial ,G03AC06 ,,,,STREPTOKINASE,STREPTOKINASE,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE,INJ.
Mefenamic Acid,Oral:,250 mg Tablet /Capsule *Primary Health Care,M01AG01 ,,,,STREPTOKINASE,STREPTOKINASE,MEFENAMIC ACID,MEFENAMIC ACID,PO
Mefenamic Acid,Oral:,500 mg Tablet /Capsule *Primary Health Care,M01AG01 ,,,,STREPTOKINASE,STREPTOKINASE,MEFENAMIC ACID,MEFENAMIC ACID,PO
Mefloquine,Oral:,250 mg (as Hydrochloride) Tablet ,P01BC02 ,,,,STREPTOKINASE,STREPTOKINASE,MEFLOQUINE,MEFLOQUINE,PO
Megestrol,Oral:,40 mg (as Acetate) Tablet ,L02AB01 ,,,,STREPTOKINASE,STREPTOKINASE,MEGESTROL,MEGESTROL,PO
Megestrol,Oral:,160 mg (as Acetate) Tablet ,L02AB01 ,,,,STREPTOKINASE,STREPTOKINASE,MEGESTROL,MEGESTROL,PO
Melphalan,Oral:,2 mg Tablet ,L01AA03 ,,,,STREPTOKINASE,STREPTOKINASE,MELPHALAN,MELPHALAN,PO
Memantine,Oral:,5 mg Film-coated tablet ,N06DX01,,,,STREPTOKINASE,STREPTOKINASE,MEMANTINE,MEMANTINE,PO
Memantine,Oral:,10 mg Film-coated tablet ,N06DX01,,,,STREPTOKINASE,STREPTOKINASE,MEMANTINE,MEMANTINE,PO
Meningococcal polysaccharide (Neisseria meningitidis) Vaccine,Inj.:,"50 mcg/0.5 mL x 10 doses, Lyophilized powder Multidose vial + 5 mL diluent  (IM, SC)(Group A + C) *Primary Health Care",J07AH02,,,,STREPTOKINASE,STREPTOKINASE,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE,INJ.
Meningococcal polysaccharide (Neisseria meningitidis) Vaccine,Inj.:,"50 mcg/0.5 mL Lyophilized powder Single dose vial + 0.5 mL diluent  (IM, SC)(Group A + C) *Primary Health Care",J07AH02,,,,STREPTOKINASE,STREPTOKINASE,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE,INJ.
Meningococcal polysaccharide (Neisseria meningitidis) Vaccine,Inj.:,"50 mcg/0.5 mL x 10 doses, Lyophilized powder Multidose vial + Diluent (IM, SC)(Serogroup A + Serogroup B + Serogroup Wl35 + Serogroup Y) *Primary Health Care",J07AH02,,,,STREPTOKINASE,STREPTOKINASE,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE,INJ.
Mercaptopurine,Oral:,50 mg Tablet ,L01BB02 ,,,,STREPTOKINASE,STREPTOKINASE,MERCAPTOPURINE,MERCAPTOPURINE,PO
Meropenem *Reserve antimicrobial,Inj.:,500 mg (as Trihydrate) Powder Vial (IV) ,J01DH02,,,,STREPTOKINASE,STREPTOKINASE,MEROPENEM RESERVE ANTIMICROBIAL,MEROPENEM RESERVE ANTIMICROBIAL,INJ.
Meropenem *Reserve antimicrobial,Inj.:,1 g (as Trihydrate) Powder Vial (IV) ,J01DH02,,,,STREPTOKINASE,STREPTOKINASE,MEROPENEM RESERVE ANTIMICROBIAL,MEROPENEM RESERVE ANTIMICROBIAL,INJ.
Mesalazine,Oral:,500 mg Enteric-coated tablet ,A07EC02 ,,,,STREPTOKINASE,STREPTOKINASE,MESALAZINE,MESALAZINE,PO
Mesalazine,Oral:,500 mg Enteric Modified Release (MR) tablet ,A07EC02 ,,,,STREPTOKINASE,STREPTOKINASE,MESALAZINE,MESALAZINE,PO
Mesalazine,Rectal:,250 mg Suppository ,A07EC02 ,,,,STREPTOKINASE,STREPTOKINASE,MESALAZINE,MESALAZINE,RECTAL
Mesalazine,,Gastro-resistant Prolonged Release (PR) granules in 1.5 g Sachet ,A07EC02 ,,,,STREPTOKINASE,STREPTOKINASE,MESALAZINE,MESALAZINE,
Mesalazine,Oral:,1 g Prolonged release tablet ,A07EC02 ,,,,STREPTOKINASE,STREPTOKINASE,MESALAZINE,MESALAZINE,PO
Mesalazine,Oral:,2 g Prolonged release tablet ,A07EC02 ,,,,STREPTOKINASE,STREPTOKINASE,MESALAZINE,MESALAZINE,PO
Mesalazine,Oral:,1 g Suppository ,A07EC02 ,,,,STREPTOKINASE,STREPTOKINASE,MESALAZINE,MESALAZINE,PO
Mesna (Sodium-2-mercaptoethanesulphonate),Inj.:,100 mg /mL in 4 mL Ampul (IV) ,V03AF01 ,,,,STREPTOKINASE,STREPTOKINASE,MESNA (SODIUM-2-MERCAPTOETHANESULPHONATE),MESNA (SODIUM-2-MERCAPTOETHANESULPHONATE),INJ.
Metformin,Oral:,500 mg (as Hydrochloride) Tablet/Film-coated tablet *Primary Health Care,A10BA02 ,,,,STREPTOKINASE,STREPTOKINASE,METFORMIN,METFORMIN,PO
Metformin,Oral:,850 mg (as Hydrochloride) Tablet *Primary Health Care,A10BA02 ,,,,STREPTOKINASE,STREPTOKINASE,METFORMIN,METFORMIN,PO
Methimazole/Thiamazole,Oral:,5 mg Tablet *Primary Health Care,H03BB02 ,,,,STREPTOKINASE,STREPTOKINASE,METHIMAZOLE/THIAMAZOLE,METHIMAZOLE/THIAMAZOLE,PO
Methimazole/Thiamazole,Oral:,10 mg Tablet *Primary Health Care,H03BB02 ,,,,STREPTOKINASE,STREPTOKINASE,METHIMAZOLE/THIAMAZOLE,METHIMAZOLE/THIAMAZOLE,PO
Methotrexate,Oral:,2.5 mg (as Base/Sodium/Disodium) Tablet ,L01BA01 ,,,,STREPTOKINASE,STREPTOKINASE,METHOTREXATE,METHOTREXATE,PO
Methotrexate,Inj.:,"5 mg/mL (as Sodium) in 3 mL Vial (IM, IV) ",L01BA01 ,,,,STREPTOKINASE,STREPTOKINASE,METHOTREXATE,METHOTREXATE,INJ.
Methotrexate,Inj.:,"25 mg/mL (as Base) in 2 mL Ampul/Vial (IM, IV, Intrathecal) ",L01BA01 ,,,,STREPTOKINASE,STREPTOKINASE,METHOTREXATE,METHOTREXATE,INJ.
Methotrexate,Inj.:,"25 mg/mL (as Sodium) in 2 mL Vial (IM, IV, Intrathecal)(Preservative free) ",L01BA01 ,,,,STREPTOKINASE,STREPTOKINASE,METHOTREXATE,METHOTREXATE,INJ.
Methotrexate,Inj.:,"25 mg/mL (as Sodium) in 20 mL Vial (IM, IV, Intrathecal)(Preservative free) ",L01BA01 ,,,,STREPTOKINASE,STREPTOKINASE,METHOTREXATE,METHOTREXATE,INJ.
Methotrexate,Inj.:,100 mg/mL (as Base) in 10 mL Vial ,L01BA01 ,,,,STREPTOKINASE,STREPTOKINASE,METHOTREXATE,METHOTREXATE,INJ.
Methotrexate,Inj.:,"100 mg/mL (as Sodium) in 10 mL Vial (IM, IV, Intrathecal)(Preservative free) ",L01BA01 ,,,,STREPTOKINASE,STREPTOKINASE,METHOTREXATE,METHOTREXATE,INJ.
Methyldopa,Oral:,250 mg Tablet *Primary Health Care,C02AB01 ,,,,STREPTOKINASE,STREPTOKINASE,METHYLDOPA,METHYLDOPA,PO
Methylene Blue,Oral:,1% Solution ,V04CG05 ,,,,STREPTOKINASE,STREPTOKINASE,METHYLENE BLUE,METHYLENE BLUE,PO
Methylene Blue,Inj.:,10 mg/ mL in 1 mL Ampul/Vial ,V04CG05 ,,,,STREPTOKINASE,STREPTOKINASE,METHYLENE BLUE,METHYLENE BLUE,INJ.
